# Force coefficients
# dragDir       : (9.97564083e-01 -6.97560058e-02 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (6.97560058e-02 9.97564083e-01 0.00000000e+00)
# rollAxis      : (9.97564083e-01 -6.97560058e-02 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (6.97560058e-02 9.97564083e-01 0.00000000e+00)
# magUInf       : 3.40300000e+01
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-01
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cs              	Cl              	CmRoll          	CmPitch         	CmYaw           	Cd(f)           	Cd(r)           	Cs(f)           	Cs(r)           	Cl(f)           	Cl(r)           
341             	2.83326231e-02	-4.64080580e-21	-9.05947060e-01	4.52973530e-02	7.62344738e-02	1.41663115e-03	5.94636645e-02	-3.11310415e-02	1.41663115e-03	-1.41663115e-03	-3.76739056e-01	-5.29208004e-01
342             	2.83190519e-02	-4.64591077e-21	-9.06452927e-01	4.53226464e-02	7.62911171e-02	1.41595260e-03	5.94821723e-02	-3.11631204e-02	1.41595260e-03	-1.41595260e-03	-3.76935347e-01	-5.29517581e-01
343             	2.83057064e-02	-4.65105865e-21	-9.06958756e-01	4.53479378e-02	7.63481252e-02	1.41528532e-03	5.95007910e-02	-3.11950846e-02	1.41528532e-03	-1.41528532e-03	-3.77131253e-01	-5.29827503e-01
344             	2.82925491e-02	-4.65624380e-21	-9.07464264e-01	4.53732132e-02	7.64053857e-02	1.41462745e-03	5.95194878e-02	-3.12269387e-02	1.41462745e-03	-1.41462745e-03	-3.77326746e-01	-5.30137518e-01
345             	2.82795281e-02	-4.66146068e-21	-9.07969064e-01	4.53984532e-02	7.64627810e-02	1.41397640e-03	5.95382172e-02	-3.12586892e-02	1.41397640e-03	-1.41397640e-03	-3.77521751e-01	-5.30447313e-01
346             	2.82666116e-02	-4.66670375e-21	-9.08472987e-01	4.54236494e-02	7.65202616e-02	1.41333058e-03	5.95569552e-02	-3.12903435e-02	1.41333058e-03	-1.41333058e-03	-3.77716232e-01	-5.30756755e-01
347             	2.82537906e-02	-4.67197117e-21	-9.08976085e-01	4.54488042e-02	7.65778444e-02	1.41268953e-03	5.95756995e-02	-3.13219089e-02	1.41268953e-03	-1.41268953e-03	-3.77910198e-01	-5.31065887e-01
348             	2.82410488e-02	-4.67726137e-21	-9.09478409e-01	4.54739204e-02	7.66355445e-02	1.41205244e-03	5.95944448e-02	-3.13533960e-02	1.41205244e-03	-1.41205244e-03	-3.78103660e-01	-5.31374749e-01
349             	2.82283118e-02	-4.68257293e-21	-9.09980211e-01	4.54990106e-02	7.66933030e-02	1.41141559e-03	5.96131664e-02	-3.13848547e-02	1.41141559e-03	-1.41141559e-03	-3.78296803e-01	-5.31683409e-01
350             	2.82156280e-02	-4.68790136e-21	-9.10480748e-01	4.55240374e-02	7.67511635e-02	1.41078140e-03	5.96318514e-02	-3.14162234e-02	1.41078140e-03	-1.41078140e-03	-3.78489210e-01	-5.31991537e-01
351             	2.82030369e-02	-4.69325295e-21	-9.10980608e-01	4.55490304e-02	7.68092225e-02	1.41015184e-03	5.96505488e-02	-3.14475120e-02	1.41015184e-03	-1.41015184e-03	-3.78681082e-01	-5.32299527e-01
352             	2.81905792e-02	-4.69862984e-21	-9.11480171e-01	4.55740086e-02	7.68675672e-02	1.40952896e-03	5.96692982e-02	-3.14787190e-02	1.40952896e-03	-1.40952896e-03	-3.78872519e-01	-5.32607653e-01
353             	2.81782750e-02	-4.70403243e-21	-9.11979525e-01	4.55989762e-02	7.69262326e-02	1.40891375e-03	5.96881137e-02	-3.15098387e-02	1.40891375e-03	-1.40891375e-03	-3.79063530e-01	-5.32915995e-01
354             	2.81661870e-02	-4.70946203e-21	-9.12478684e-01	4.56239342e-02	7.69852785e-02	1.40830935e-03	5.97070277e-02	-3.15408407e-02	1.40830935e-03	-1.40830935e-03	-3.79254063e-01	-5.33224620e-01
355             	2.81543313e-02	-4.71491720e-21	-9.12977709e-01	4.56488854e-02	7.70447506e-02	1.40771657e-03	5.97260511e-02	-3.15717198e-02	1.40771657e-03	-1.40771657e-03	-3.79444104e-01	-5.33533605e-01
356             	2.81427221e-02	-4.72039373e-21	-9.13476306e-01	4.56738153e-02	7.71046907e-02	1.40713610e-03	5.97451763e-02	-3.16024543e-02	1.40713610e-03	-1.40713610e-03	-3.79633463e-01	-5.33842844e-01
357             	2.81312967e-02	-4.72589556e-21	-9.13975409e-01	4.56987704e-02	7.71651059e-02	1.40656483e-03	5.97644188e-02	-3.16331221e-02	1.40656483e-03	-1.40656483e-03	-3.79822599e-01	-5.34152810e-01
358             	2.81200990e-02	-4.73141470e-21	-9.14473939e-01	4.57236970e-02	7.72260214e-02	1.40600495e-03	5.97837465e-02	-3.16636474e-02	1.40600495e-03	-1.40600495e-03	-3.80010948e-01	-5.34462991e-01
359             	2.81090150e-02	-4.73695091e-21	-9.14972798e-01	4.57486399e-02	7.72873206e-02	1.40545075e-03	5.98031474e-02	-3.16941324e-02	1.40545075e-03	-1.40545075e-03	-3.80199078e-01	-5.34773719e-01
360             	2.80980950e-02	-4.74250005e-21	-9.15471591e-01	4.57735795e-02	7.73490773e-02	1.40490475e-03	5.98226270e-02	-3.17245320e-02	1.40490475e-03	-1.40490475e-03	-3.80386718e-01	-5.35084873e-01
361             	2.80873772e-02	-4.74806495e-21	-9.15970348e-01	4.57985174e-02	7.74113595e-02	1.40436886e-03	5.98422060e-02	-3.17548288e-02	1.40436886e-03	-1.40436886e-03	-3.80573814e-01	-5.35396533e-01
362             	2.80768827e-02	-4.75364586e-21	-9.16469285e-01	4.58234642e-02	7.74742146e-02	1.40384414e-03	5.98619056e-02	-3.17850229e-02	1.40384414e-03	-1.40384414e-03	-3.80760428e-01	-5.35708857e-01
363             	2.80665897e-02	-4.75923996e-21	-9.16968507e-01	4.58484254e-02	7.75376268e-02	1.40332949e-03	5.98817202e-02	-3.18151305e-02	1.40332949e-03	-1.40332949e-03	-3.80946627e-01	-5.36021880e-01
364             	2.80565058e-02	-4.76484637e-21	-9.17468004e-01	4.58734002e-02	7.76016075e-02	1.40282529e-03	5.99016531e-02	-3.18451473e-02	1.40282529e-03	-1.40282529e-03	-3.81132395e-01	-5.36335610e-01
365             	2.80466559e-02	-4.77046523e-21	-9.17967753e-01	4.58983876e-02	7.76661898e-02	1.40233280e-03	5.99217156e-02	-3.18750597e-02	1.40233280e-03	-1.40233280e-03	-3.81317687e-01	-5.36650066e-01
366             	2.80370678e-02	-4.77609708e-21	-9.18467815e-01	4.59233908e-02	7.77314229e-02	1.40185339e-03	5.99419247e-02	-3.19048569e-02	1.40185339e-03	-1.40185339e-03	-3.81502485e-01	-5.36965330e-01
367             	2.80277581e-02	-4.78174198e-21	-9.18968297e-01	4.59484149e-02	7.77973464e-02	1.40138790e-03	5.99622939e-02	-3.19345358e-02	1.40138790e-03	-1.40138790e-03	-3.81686802e-01	-5.37281495e-01
368             	2.80187401e-02	-4.78740039e-21	-9.19469411e-01	4.59734705e-02	7.78639939e-02	1.40093701e-03	5.99828406e-02	-3.19641005e-02	1.40093701e-03	-1.40093701e-03	-3.81870711e-01	-5.37598699e-01
369             	2.80100350e-02	-4.79307350e-21	-9.19971223e-01	4.59985612e-02	7.79313939e-02	1.40050175e-03	6.00035787e-02	-3.19935436e-02	1.40050175e-03	-1.40050175e-03	-3.82054218e-01	-5.37917005e-01
370             	2.80016572e-02	-4.79875627e-21	-9.20473425e-01	4.60236712e-02	7.79995382e-02	1.40008286e-03	6.00244998e-02	-3.20228427e-02	1.40008286e-03	-1.40008286e-03	-3.82237174e-01	-5.38236251e-01
371             	2.79935886e-02	-4.80445074e-21	-9.20976143e-01	4.60488072e-02	7.80684324e-02	1.39967943e-03	6.00456015e-02	-3.20520129e-02	1.39967943e-03	-1.39967943e-03	-3.82419639e-01	-5.38556504e-01
372             	2.79857928e-02	-4.81015053e-21	-9.21479470e-01	4.60739735e-02	7.81380631e-02	1.39928964e-03	6.00668699e-02	-3.20810771e-02	1.39928964e-03	-1.39928964e-03	-3.82601672e-01	-5.38877798e-01
373             	2.79783091e-02	-4.81586300e-21	-9.21983603e-01	4.60991801e-02	7.82085188e-02	1.39891545e-03	6.00883347e-02	-3.21100256e-02	1.39891545e-03	-1.39891545e-03	-3.82783283e-01	-5.39200320e-01
374             	2.79711177e-02	-4.82158270e-21	-9.22488568e-01	4.61244284e-02	7.82797588e-02	1.39855589e-03	6.01099873e-02	-3.21388695e-02	1.39855589e-03	-1.39855589e-03	-3.82964525e-01	-5.39524043e-01
375             	2.79642318e-02	-4.82730955e-21	-9.22994155e-01	4.61497078e-02	7.83517686e-02	1.39821159e-03	6.01318237e-02	-3.21675918e-02	1.39821159e-03	-1.39821159e-03	-3.83145309e-01	-5.39848846e-01
376             	2.79576712e-02	-4.83304425e-21	-9.23500423e-01	4.61750212e-02	7.84245720e-02	1.39788356e-03	6.01538568e-02	-3.21961855e-02	1.39788356e-03	-1.39788356e-03	-3.83325640e-01	-5.40174784e-01
377             	2.79514401e-02	-4.83878451e-21	-9.24007351e-01	4.62003675e-02	7.84981486e-02	1.39757200e-03	6.01760876e-02	-3.22246475e-02	1.39757200e-03	-1.39757200e-03	-3.83505527e-01	-5.40501824e-01
378             	2.79455614e-02	-4.84453078e-21	-9.24514946e-01	4.62257473e-02	7.85725118e-02	1.39727807e-03	6.01985280e-02	-3.22529666e-02	1.39727807e-03	-1.39727807e-03	-3.83684961e-01	-5.40829985e-01
379             	2.79400473e-02	-4.85028291e-21	-9.25023266e-01	4.62511633e-02	7.86476653e-02	1.39700237e-03	6.02211869e-02	-3.22811396e-02	1.39700237e-03	-1.39700237e-03	-3.83863968e-01	-5.41159298e-01
380             	2.79349153e-02	-4.85604099e-21	-9.25532392e-01	4.62766196e-02	7.87236289e-02	1.39674577e-03	6.02440773e-02	-3.23091620e-02	1.39674577e-03	-1.39674577e-03	-3.84042567e-01	-5.41489825e-01
381             	2.79301395e-02	-4.86179811e-21	-9.26042312e-01	4.63021156e-02	7.88003031e-02	1.39650697e-03	6.02671853e-02	-3.23370459e-02	1.39650697e-03	-1.39650697e-03	-3.84220853e-01	-5.41821459e-01
382             	2.79257876e-02	-4.86757013e-21	-9.26553639e-01	4.63276819e-02	7.88779929e-02	1.39628938e-03	6.02905758e-02	-3.23647881e-02	1.39628938e-03	-1.39628938e-03	-3.84398826e-01	-5.42154812e-01
383             	2.79218295e-02	-4.87334114e-21	-9.27065263e-01	4.63532632e-02	7.89564327e-02	1.39609148e-03	6.03141779e-02	-3.23923484e-02	1.39609148e-03	-1.39609148e-03	-3.84576199e-01	-5.42489064e-01
384             	2.79182759e-02	-4.87910862e-21	-9.27576774e-01	4.63788387e-02	7.90355602e-02	1.39591380e-03	6.03379766e-02	-3.24197007e-02	1.39591380e-03	-1.39591380e-03	-3.84752827e-01	-5.42823947e-01
385             	2.79151085e-02	-4.88489286e-21	-9.28090716e-01	4.64045358e-02	7.91156173e-02	1.39575542e-03	6.03620900e-02	-3.24469816e-02	1.39575542e-03	-1.39575542e-03	-3.84929741e-01	-5.43160975e-01
386             	2.79123357e-02	-4.89067757e-21	-9.28605172e-01	4.64302586e-02	7.91964565e-02	1.39561678e-03	6.03864264e-02	-3.24740907e-02	1.39561678e-03	-1.39561678e-03	-3.85106129e-01	-5.43499042e-01
387             	2.79099521e-02	-4.89646624e-21	-9.29120148e-01	4.64560074e-02	7.92780406e-02	1.39549760e-03	6.04109834e-02	-3.25010314e-02	1.39549760e-03	-1.39549760e-03	-3.85282033e-01	-5.43838115e-01
388             	2.79079899e-02	-4.90225494e-21	-9.29634920e-01	4.64817460e-02	7.93603230e-02	1.39539949e-03	6.04357410e-02	-3.25277511e-02	1.39539949e-03	-1.39539949e-03	-3.85457137e-01	-5.44177783e-01
389             	2.79064554e-02	-4.90805603e-21	-9.30151344e-01	4.65075672e-02	7.94434331e-02	1.39532277e-03	6.04607949e-02	-3.25543395e-02	1.39532277e-03	-1.39532277e-03	-3.85632239e-01	-5.44519105e-01
390             	2.79053369e-02	-4.91386294e-21	-9.30669091e-01	4.65334546e-02	7.95273209e-02	1.39526685e-03	6.04861230e-02	-3.25807861e-02	1.39526685e-03	-1.39526685e-03	-3.85807225e-01	-5.44861866e-01
391             	2.79046067e-02	-4.91967259e-21	-9.31187722e-01	4.65593861e-02	7.96119066e-02	1.39523033e-03	6.05116894e-02	-3.26070828e-02	1.39523033e-03	-1.39523033e-03	-3.85981954e-01	-5.45205767e-01
392             	2.79042421e-02	-4.92548034e-21	-9.31706877e-01	4.65853439e-02	7.96971154e-02	1.39521211e-03	6.05374649e-02	-3.26332228e-02	1.39521211e-03	-1.39521211e-03	-3.86156323e-01	-5.45550554e-01
393             	2.79042250e-02	-4.93128856e-21	-9.32227066e-01	4.66113533e-02	7.97829477e-02	1.39521125e-03	6.05634658e-02	-3.26592408e-02	1.39521125e-03	-1.39521125e-03	-3.86330585e-01	-5.45896480e-01
394             	2.79045647e-02	-4.93708637e-21	-9.32746005e-01	4.66373003e-02	7.98692269e-02	1.39522824e-03	6.05895826e-02	-3.26850179e-02	1.39522824e-03	-1.39522824e-03	-3.86503776e-01	-5.46242230e-01
395             	2.79052879e-02	-4.94289390e-21	-9.33266049e-01	4.66633025e-02	7.99561528e-02	1.39526440e-03	6.06159464e-02	-3.27106585e-02	1.39526440e-03	-1.39526440e-03	-3.86676872e-01	-5.46589177e-01
396             	2.79064014e-02	-4.94870682e-21	-9.33787343e-01	4.66893672e-02	8.00437341e-02	1.39532007e-03	6.06425679e-02	-3.27361665e-02	1.39532007e-03	-1.39532007e-03	-3.86849938e-01	-5.46937406e-01
397             	2.79078828e-02	-4.95452402e-21	-9.34309631e-01	4.67154815e-02	8.01319095e-02	1.39539414e-03	6.06694229e-02	-3.27615402e-02	1.39539414e-03	-1.39539414e-03	-3.87022906e-01	-5.47286725e-01
398             	2.79096928e-02	-4.96034115e-21	-9.34832529e-01	4.67416264e-02	8.02205808e-02	1.39548464e-03	6.06964728e-02	-3.27867800e-02	1.39548464e-03	-1.39548464e-03	-3.87195683e-01	-5.47636845e-01
399             	2.79117983e-02	-4.96615385e-21	-9.35355745e-01	4.67677873e-02	8.03096637e-02	1.39558991e-03	6.07236864e-02	-3.28118881e-02	1.39558991e-03	-1.39558991e-03	-3.87368209e-01	-5.47987536e-01
400             	2.79141839e-02	-4.97196037e-21	-9.35879171e-01	4.67939585e-02	8.03991128e-02	1.39570920e-03	6.07510505e-02	-3.28368666e-02	1.39570920e-03	-1.39570920e-03	-3.87540473e-01	-5.48338698e-01
401             	2.79168711e-02	-4.97776319e-21	-9.36402955e-01	4.68201477e-02	8.04889656e-02	1.39584355e-03	6.07785833e-02	-3.28617122e-02	1.39584355e-03	-1.39584355e-03	-3.87712512e-01	-5.48690443e-01
402             	2.79198381e-02	-4.98356222e-21	-9.36927083e-01	4.68463542e-02	8.05791695e-02	1.39599191e-03	6.08062732e-02	-3.28864351e-02	1.39599191e-03	-1.39599191e-03	-3.87884372e-01	-5.49042711e-01
403             	2.79230555e-02	-4.98935627e-21	-9.37451452e-01	4.68725726e-02	8.06696471e-02	1.39615278e-03	6.08341004e-02	-3.29110448e-02	1.39615278e-03	-1.39615278e-03	-3.88056079e-01	-5.49395373e-01
404             	2.79264907e-02	-4.99514390e-21	-9.37975938e-01	4.68987969e-02	8.07603254e-02	1.39632453e-03	6.08620423e-02	-3.29355516e-02	1.39632453e-03	-1.39632453e-03	-3.88227644e-01	-5.49748295e-01
405             	2.79301195e-02	-5.00092413e-21	-9.38500451e-01	4.69250226e-02	8.08511536e-02	1.39650598e-03	6.08900823e-02	-3.29599628e-02	1.39650598e-03	-1.39650598e-03	-3.88399072e-01	-5.50101379e-01
406             	2.79339420e-02	-5.00669710e-21	-9.39024968e-01	4.69512484e-02	8.09421172e-02	1.39669710e-03	6.09182194e-02	-3.29842774e-02	1.39669710e-03	-1.39669710e-03	-3.88570367e-01	-5.50454601e-01
407             	2.79379154e-02	-5.01246035e-21	-9.39549356e-01	4.69774678e-02	8.10331489e-02	1.39689577e-03	6.09464255e-02	-3.30085101e-02	1.39689577e-03	-1.39689577e-03	-3.88741529e-01	-5.50807827e-01
408             	2.79420563e-02	-5.01821082e-21	-9.40073598e-01	4.70036799e-02	8.11242272e-02	1.39710282e-03	6.09747081e-02	-3.30326518e-02	1.39710282e-03	-1.39710282e-03	-3.88912572e-01	-5.51161026e-01
409             	2.79463652e-02	-5.02394539e-21	-9.40597745e-01	4.70298872e-02	8.12153616e-02	1.39731826e-03	6.10030698e-02	-3.30567046e-02	1.39731826e-03	-1.39731826e-03	-3.89083511e-01	-5.51514234e-01
410             	2.79508083e-02	-5.02966145e-21	-9.41121712e-01	4.70560856e-02	8.13065101e-02	1.39754042e-03	6.10314898e-02	-3.30806814e-02	1.39754042e-03	-1.39754042e-03	-3.89254346e-01	-5.51867366e-01
411             	2.79553270e-02	-5.03535733e-21	-9.41645298e-01	4.70822649e-02	8.13975833e-02	1.39776635e-03	6.10599284e-02	-3.31046014e-02	1.39776635e-03	-1.39776635e-03	-3.89425066e-01	-5.52220232e-01
412             	2.79598834e-02	-5.04103189e-21	-9.42168341e-01	4.71084170e-02	8.14885003e-02	1.39799417e-03	6.10883588e-02	-3.31284753e-02	1.39799417e-03	-1.39799417e-03	-3.89595670e-01	-5.52572671e-01
413             	2.79644713e-02	-5.04668639e-21	-9.42690799e-01	4.71345400e-02	8.15792200e-02	1.39822357e-03	6.11167756e-02	-3.31523043e-02	1.39822357e-03	-1.39822357e-03	-3.89766180e-01	-5.52924620e-01
414             	2.79690797e-02	-5.05232106e-21	-9.43212662e-01	4.71606331e-02	8.16697129e-02	1.39845398e-03	6.11451729e-02	-3.31760932e-02	1.39845398e-03	-1.39845398e-03	-3.89936618e-01	-5.53276044e-01
415             	2.79736755e-02	-5.05793439e-21	-9.43733834e-01	4.71866917e-02	8.17599241e-02	1.39868378e-03	6.11735294e-02	-3.31998539e-02	1.39868378e-03	-1.39868378e-03	-3.90106993e-01	-5.53626841e-01
416             	2.79781960e-02	-5.06352033e-21	-9.44254019e-01	4.72127010e-02	8.18497437e-02	1.39890980e-03	6.12017990e-02	-3.32236030e-02	1.39890980e-03	-1.39890980e-03	-3.90277266e-01	-5.53976753e-01
417             	2.79826239e-02	-5.06907834e-21	-9.44773057e-01	4.72386529e-02	8.19391188e-02	1.39913119e-03	6.12299648e-02	-3.32473409e-02	1.39913119e-03	-1.39913119e-03	-3.90447410e-01	-5.54325647e-01
418             	2.79869538e-02	-5.07460908e-21	-9.45291055e-01	4.72645528e-02	8.20280709e-02	1.39934769e-03	6.12580296e-02	-3.32710759e-02	1.39934769e-03	-1.39934769e-03	-3.90617457e-01	-5.54673598e-01
419             	2.79911985e-02	-5.08011351e-21	-9.45808041e-01	4.72904020e-02	8.21166275e-02	1.39955992e-03	6.12860013e-02	-3.32948028e-02	1.39955992e-03	-1.39955992e-03	-3.90787393e-01	-5.55020648e-01
420             	2.79953277e-02	-5.08559034e-21	-9.46324042e-01	4.73162021e-02	8.22047741e-02	1.39976638e-03	6.13138659e-02	-3.33185383e-02	1.39976638e-03	-1.39976638e-03	-3.90957247e-01	-5.55366795e-01
421             	2.79993160e-02	-5.09103929e-21	-9.46838905e-01	4.73419452e-02	8.22924694e-02	1.39996580e-03	6.13416032e-02	-3.33422873e-02	1.39996580e-03	-1.39996580e-03	-3.91126983e-01	-5.55711922e-01
422             	2.80030997e-02	-5.09645241e-21	-9.47351601e-01	4.73675801e-02	8.23795079e-02	1.40015498e-03	6.13691299e-02	-3.33660302e-02	1.40015498e-03	-1.40015498e-03	-3.91296293e-01	-5.56055309e-01
423             	2.80067645e-02	-5.10184368e-21	-9.47863685e-01	4.73931842e-02	8.24661941e-02	1.40033822e-03	6.13965665e-02	-3.33898020e-02	1.40033822e-03	-1.40033822e-03	-3.91465648e-01	-5.56398036e-01
424             	2.80103207e-02	-5.10721022e-21	-9.48375237e-01	4.74187618e-02	8.25525315e-02	1.40051604e-03	6.14239222e-02	-3.34136015e-02	1.40051604e-03	-1.40051604e-03	-3.91635087e-01	-5.56740150e-01
425             	2.80137160e-02	-5.11254682e-21	-9.48885863e-01	4.74442932e-02	8.26383929e-02	1.40068580e-03	6.14511512e-02	-3.34374352e-02	1.40068580e-03	-1.40068580e-03	-3.91804539e-01	-5.57081325e-01
426             	2.80168534e-02	-5.11784153e-21	-9.49394504e-01	4.74697252e-02	8.27235220e-02	1.40084267e-03	6.14781519e-02	-3.34612985e-02	1.40084267e-03	-1.40084267e-03	-3.91973730e-01	-5.57420774e-01
427             	2.80196910e-02	-5.12309340e-21	-9.49900482e-01	4.74950241e-02	8.28077879e-02	1.40098455e-03	6.15048696e-02	-3.34851786e-02	1.40098455e-03	-1.40098455e-03	-3.92142453e-01	-5.57758029e-01
428             	2.80222646e-02	-5.12830975e-21	-9.50404802e-01	4.75202401e-02	8.28913664e-02	1.40111323e-03	6.15313724e-02	-3.35091078e-02	1.40111323e-03	-1.40111323e-03	-3.92311034e-01	-5.58093767e-01
429             	2.80245826e-02	-5.13349040e-21	-9.50907761e-01	4.75453880e-02	8.29743128e-02	1.40122913e-03	6.15576793e-02	-3.35330968e-02	1.40122913e-03	-1.40122913e-03	-3.92479568e-01	-5.58428193e-01
430             	2.80266219e-02	-5.13863423e-21	-9.51409218e-01	4.75704609e-02	8.30565912e-02	1.40133109e-03	6.15837718e-02	-3.35571500e-02	1.40133109e-03	-1.40133109e-03	-3.92648018e-01	-5.58761200e-01
431             	2.80283398e-02	-5.14373757e-21	-9.51908906e-01	4.75954453e-02	8.31381280e-02	1.40141699e-03	6.16096152e-02	-3.35812754e-02	1.40141699e-03	-1.40141699e-03	-3.92816325e-01	-5.59092581e-01
432             	2.80297090e-02	-5.14879739e-21	-9.52406571e-01	4.76203286e-02	8.32188620e-02	1.40148545e-03	6.16351831e-02	-3.36054741e-02	1.40148545e-03	-1.40148545e-03	-3.92984424e-01	-5.59422148e-01
433             	2.80307177e-02	-5.15381229e-21	-9.52902071e-01	4.76451036e-02	8.32987614e-02	1.40153589e-03	6.16604624e-02	-3.36297447e-02	1.40153589e-03	-1.40153589e-03	-3.93152274e-01	-5.59749797e-01
434             	2.80313628e-02	-5.15878327e-21	-9.53395250e-01	4.76697625e-02	8.33778046e-02	1.40156814e-03	6.16854439e-02	-3.36540811e-02	1.40156814e-03	-1.40156814e-03	-3.93319820e-01	-5.60075429e-01
435             	2.80316210e-02	-5.16370904e-21	-9.53885578e-01	4.76942789e-02	8.34559034e-02	1.40158105e-03	6.17100894e-02	-3.36784684e-02	1.40158105e-03	-1.40158105e-03	-3.93486886e-01	-5.60398692e-01
436             	2.80315285e-02	-5.16859689e-21	-9.54373887e-01	4.77186944e-02	8.35332032e-02	1.40157642e-03	6.17344586e-02	-3.37029301e-02	1.40157642e-03	-1.40157642e-03	-3.93653741e-01	-5.60720147e-01
437             	2.80310944e-02	-5.17344642e-21	-9.54860414e-01	4.77430207e-02	8.36097459e-02	1.40155472e-03	6.17585679e-02	-3.37274735e-02	1.40155472e-03	-1.40155472e-03	-3.93820461e-01	-5.61039953e-01
438             	2.80302982e-02	-5.17825536e-21	-9.55344962e-01	4.77672481e-02	8.36854888e-02	1.40151491e-03	6.17823972e-02	-3.37520990e-02	1.40151491e-03	-1.40151491e-03	-3.93986992e-01	-5.61357970e-01
439             	2.80291136e-02	-5.18301984e-21	-9.55827228e-01	4.77913614e-02	8.37603724e-02	1.40145568e-03	6.18059182e-02	-3.37768046e-02	1.40145568e-03	-1.40145568e-03	-3.94153242e-01	-5.61673987e-01
440             	2.80275239e-02	-5.18773680e-21	-9.56306993e-01	4.78153496e-02	8.38343559e-02	1.40137620e-03	6.18291116e-02	-3.38015877e-02	1.40137620e-03	-1.40137620e-03	-3.94319140e-01	-5.61987852e-01
441             	2.80255253e-02	-5.19240480e-21	-9.56784158e-01	4.78392079e-02	8.39074277e-02	1.40127626e-03	6.18519705e-02	-3.38264452e-02	1.40127626e-03	-1.40127626e-03	-3.94484651e-01	-5.62299507e-01
442             	2.80231188e-02	-5.19702366e-21	-9.57258698e-01	4.78629349e-02	8.39795887e-02	1.40115594e-03	6.18744943e-02	-3.38513755e-02	1.40115594e-03	-1.40115594e-03	-3.94649760e-01	-5.62608938e-01
443             	2.80203043e-02	-5.20159374e-21	-9.57730605e-01	4.78865303e-02	8.40508379e-02	1.40101522e-03	6.18966824e-02	-3.38763781e-02	1.40101522e-03	-1.40101522e-03	-3.94814465e-01	-5.62916141e-01
444             	2.80170849e-02	-5.20611559e-21	-9.58199890e-01	4.79099945e-02	8.41211823e-02	1.40085425e-03	6.19185370e-02	-3.39014520e-02	1.40085425e-03	-1.40085425e-03	-3.94978763e-01	-5.63221127e-01
445             	2.80134637e-02	-5.21058965e-21	-9.58666575e-01	4.79333288e-02	8.41906376e-02	1.40067319e-03	6.19400606e-02	-3.39265969e-02	1.40067319e-03	-1.40067319e-03	-3.95142650e-01	-5.63523925e-01
446             	2.80094374e-02	-5.21501593e-21	-9.59130639e-01	4.79565319e-02	8.42592097e-02	1.40047187e-03	6.19612507e-02	-3.39518132e-02	1.40047187e-03	-1.40047187e-03	-3.95306110e-01	-5.63824529e-01
